farm,treatment,endpoint,month,month_mean,overall_mean,max,days_survival,years_survival,mean_annual_colonies,mean_annual_bees,queen_mortality,queen_survival,new_queens,surviving_queens,proportion_queens_surviving
CH,gdn pasture,TotalColonies,March,0.935,5.329124134,41.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalColonies,March,3.26,5.376793622,41.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalColonies,March,1.0175,4.605398829,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalColonies,March,0.863333333,4.645139969,39.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalColonies,March,0.864166667,5.19631305,41.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalColonies,March,14.24,10.4592552,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalColonies,March,1.031666667,5.478240041,41.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalColonies,March,0.9225,5.834066254,41.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalColonies,March,0.815,5.48271855,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalColonies,March,7.3475,6.541977154,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalColonies,March,0.74,5.026354633,39.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalColonies,March,0.73,4.535765475,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalColonies,March,1.000833333,5.13034689,39.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalColonies,March,12.53,8.736363636,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalColonies,March,0.681666667,4.820448771,39.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalColonies,March,0.88,5.416681177,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalColonies,March,0.908333333,5.320329861,40.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalColonies,March,11.98666667,9.421338358,55.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalColonies,March,1.0575,5.751276476,40.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalColonies,March,0.9775,5.886988485,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalColonies,March,0.8375,5.743930737,42.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalColonies,March,8.7,9.090199178,54.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalColonies,March,1.495,5.60106242,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalColonies,March,1.74,6.223488502,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalColonies,March,1.61,6.313386365,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalColonies,March,4.3325,6.24476944,45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalColonies,March,0.885,5.929596246,44.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalColonies,March,1.045,6.05651113,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalColonies,March,0.830833333,5.182068661,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalColonies,March,7.83,8.525274004,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalColonies,March,0.9,5.023850528,41.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalColonies,March,0.986666667,5.12002961,40.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalColonies,March,0.95,5.782839968,42.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalColonies,March,9.06,6.399442401,44.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalColonies,March,0.633333333,4.142238335,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalColonies,March,0.77,4.55494614,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalColonies,March,0.836666667,5.149059839,38.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalColonies,March,2.94,6.010644477,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalColonies,March,1.070833333,6.325930558,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalColonies,March,0.885,5.453807775,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalColonies,March,0.915,6.316859995,48.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalColoniesEverProduced,March,238.5125,280.237623,437.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalColoniesEverProduced,March,201.45,235.4754954,345.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalColoniesEverProduced,March,216.9775,250.8654318,371.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalColoniesEverProduced,March,216.8716667,252.5581486,379.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalColoniesEverProduced,March,266.56,312.0088074,491.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalColoniesEverProduced,March,213.045,248.2774772,379.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalColoniesEverProduced,March,248.21,293.9199945,467.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalColoniesEverProduced,March,224.5908333,259.8399389,392.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalColoniesEverProduced,March,216.8625,250.9401541,369.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalColoniesEverProduced,March,209.3275,242.6751401,342.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalColoniesEverProduced,March,195.3475,222.8495605,313.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalColoniesEverProduced,March,218.7125,251.9781892,363.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalColoniesEverProduced,March,290.4,350.2767798,602.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalColoniesEverProduced,March,225.4791667,267.813439,410.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalColoniesEverProduced,March,244.51,284.6244783,441.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalColoniesEverProduced,March,230.6075,267.1285786,403.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalColoniesEverProduced,March,241.5975,283.1798325,438.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalColoniesEverProduced,March,220.275,253.3860475,370.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalColoniesEverProduced,March,205.8,236.2703496,331,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalColoniesEverProduced,March,205.3583333,237.0587086,343.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalColoniesEverProduced,March,281.98,335.0980011,540.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalColoniesEverProduced,March,216.6183333,250.6241042,368.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalColoniesEverProduced,March,233.3775,272.5156702,422,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalColoniesEverProduced,March,221.6491667,257.7427789,391.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalColoniesEverProduced,March,273.3733333,329.5312428,570.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalColoniesEverProduced,March,239.02,282.7131781,436.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalColoniesEverProduced,March,237.5325,279.0556856,423.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalColoniesEverProduced,March,239.305,279.6352114,436.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalColoniesEverProduced,March,292.96,351.1996102,594,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalColoniesEverProduced,March,217.6733333,253.134736,380.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalColoniesEverProduced,March,245.42,286.9385103,447.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalColoniesEverProduced,March,244.0375,284.1023989,445.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalColoniesEverProduced,March,231.7725,270.5360737,414.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalColoniesEverProduced,March,232.85,271.4452321,418.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalColoniesEverProduced,March,246.2325,290.9175048,454.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalColoniesEverProduced,March,220.5908333,259.4651953,384.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalColoniesEverProduced,March,279.79,333.033759,551.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalColoniesEverProduced,March,230.1516667,266.8748733,397.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalColoniesEverProduced,March,211.8941667,246.7678504,377.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalColoniesEverProduced,March,236.19,277.5057842,433.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalColoniesEverProduced,March,223.6825,262.06683,408.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalColoniesEverProduced,March,185.5641667,214.1050515,301.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalColoniesEverProduced,March,203.3725,232.0325933,336.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalColoniesEverProduced,March,195.595,226.2439631,335.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalColoniesEverProduced,March,244.96,286.2786076,442.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalColoniesEverProduced,March,253.5566667,299.0744198,465.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalColoniesEverProduced,March,224.665,261.9977161,407.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalColoniesEverProduced,March,251.83,298.0362128,466.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalMales,March,0.12,57.40549488,586.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalMales,March,0,42.58323473,460.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalMales,March,0,41.50280509,475.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalMales,March,0,47.93177666,537.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalMales,March,0,64.56496972,629.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalMales,March,0,47.95524859,520.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalMales,March,0,59.00128634,603,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalMales,March,0,49.9390995,564.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalMales,March,0,46.12471212,541.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalMales,March,0,38.58177654,507,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalMales,March,0,41.5721852,506.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalMales,March,0,42.5959752,496.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalMales,March,3.96,97.66363636,754.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalMales,March,0,49.51184493,558,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalMales,March,0,55.70720745,594.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalMales,March,0,48.46655691,528.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalMales,March,0,58.56151658,566.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalMales,March,0,45.01758709,517.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalMales,March,0,39.59093168,481.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalMales,March,0,43.75919646,540,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalMales,March,5.4,76.70405257,654,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalMales,March,0,42.88475896,523.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalMales,March,0,49.44908329,558,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalMales,March,0,49.72608231,545.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalMales,March,0.72,88.81479199,772.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalMales,March,0,54.49289834,564,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalMales,March,0,56.32449155,612.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalMales,March,0,53.34974286,577.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalMales,March,4.92,85.22135127,747,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalMales,March,0,48.25945847,543,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalMales,March,0,57.4073551,592.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalMales,March,0,57.4885034,594.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalMales,March,0,55.50383476,568.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalMales,March,0,53.85869518,604.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalMales,March,0,56.54140776,609,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalMales,March,0,47.14508017,548.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalMales,March,0.72,79.51229389,733.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalMales,March,0,48.09104552,553.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalMales,March,0,48.39507333,546,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalMales,March,0,56.67495582,586.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalMales,March,2.88,54.14926307,506.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalMales,March,0,35.48023175,454.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalMales,March,0,40.93227675,511.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalMales,March,0,42.19350292,451.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalMales,March,0,55.62871109,597.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalMales,March,0,58.22752526,593.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalMales,March,0,50.14637375,541.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalMales,March,0,59.47304454,648,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,ColonyDensity_km2,March,1.891558096,2.06346907,14.08522436,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,ColonyDensity_km2,March,0.262871136,1.519391719,12.25494097,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,ColonyDensity_km2,March,0.304781973,1.491996665,12.74832171,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,ColonyDensity_km2,March,0.266319496,1.656636711,12.57325112,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,ColonyDensity_km2,March,1.70295933,2.223649031,14.83325323,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,ColonyDensity_km2,March,0.342979192,1.65838253,12.318603,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,ColonyDensity_km2,March,0.385155288,1.952777024,13.73508319,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,ColonyDensity_km2,March,0.297619995,1.69631433,13.32127999,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,ColonyDensity_km2,March,1.037691105,1.711488012,13.19395593,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,ColonyDensity_km2,March,0.323880583,1.465945215,12.76423722,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,ColonyDensity_km2,March,0.274807767,1.478595224,12.5255046,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,ColonyDensity_km2,March,0.275073026,1.654039213,13.16212491,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,ColonyDensity_km2,March,4.532736608,3.329287145,18.71663712,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,ColonyDensity_km2,March,0.328389977,1.743779437,13.22578694,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,ColonyDensity_km2,March,0.293641118,1.857042534,13.32127999,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,ColonyDensity_km2,March,0.259422776,1.745204992,13.30536448,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,ColonyDensity_km2,March,2.338783864,2.082377762,14.5786051,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,ColonyDensity_km2,March,0.235549515,1.599939722,12.43001155,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,ColonyDensity_km2,March,0.232366413,1.443780212,12.38226503,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,ColonyDensity_km2,March,0.318575414,1.633041514,12.62099765,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,ColonyDensity_km2,March,3.988426243,2.780873264,16.48846603,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,ColonyDensity_km2,March,0.216981422,1.534397796,12.68465968,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,ColonyDensity_km2,March,0.280112936,1.724184625,12.66874417,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,ColonyDensity_km2,March,0.289131724,1.693515023,13.03480085,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,ColonyDensity_km2,March,3.815477725,2.998907674,17.63438259,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,ColonyDensity_km2,March,0.336612989,1.830689707,12.84381476,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,ColonyDensity_km2,March,0.311148177,1.873888218,14.06930885,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,ColonyDensity_km2,March,0.266584755,1.828351483,13.51226608,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,ColonyDensity_km2,March,2.769298349,2.89350271,17.30015693,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,ColonyDensity_km2,March,0.475873682,1.782875047,13.52818159,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,ColonyDensity_km2,March,0.55385967,1.98099959,14.13297088,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,ColonyDensity_km2,March,0.51247935,2.009614993,14.06930885,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,ColonyDensity_km2,March,1.379078747,1.987773529,14.56268959,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,ColonyDensity_km2,March,0.281704487,1.8874507,14.24437944,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,ColonyDensity_km2,March,0.332634112,1.927848997,14.67409815,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,ColonyDensity_km2,March,0.264462687,1.649505079,13.59184362,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,ColonyDensity_km2,March,2.492368514,2.71368129,16.96593126,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,ColonyDensity_km2,March,0.28647914,1.59914264,13.28944897,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,ColonyDensity_km2,March,0.31406602,1.629757419,12.84381476,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,ColonyDensity_km2,March,0.302394647,1.840736687,13.41677304,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,ColonyDensity_km2,March,2.883890005,2.037007503,14.26029495,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,ColonyDensity_km2,March,0.201596432,1.318516527,11.9047998,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,ColonyDensity_km2,March,0.245098819,1.449885612,12.47775808,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,ColonyDensity_km2,March,0.266319496,1.638998036,12.39818054,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,ColonyDensity_km2,March,0.935831856,1.913249175,14.19663292,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,ColonyDensity_km2,March,0.340857124,2.013607937,14.00564682,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,ColonyDensity_km2,March,0.281704487,1.736002398,13.7509987,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,ColonyDensity_km2,March,0.291253792,2.010720684,15.29480295,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalActiveBees,April,27.9775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalActiveBees,April,17.08833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalActiveBees,April,18.5875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalActiveBees,April,20.07333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalActiveBees,April,29.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalActiveBees,April,20.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalActiveBees,April,24.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalActiveBees,April,20.22333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalActiveBees,April,22.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalActiveBees,April,18.6725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalActiveBees,April,17.02916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalActiveBees,April,19.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalActiveBees,April,46.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalActiveBees,April,20.82166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalActiveBees,April,23.0975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalActiveBees,April,21.9275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalActiveBees,April,29.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalActiveBees,April,19.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalActiveBees,April,18.2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalActiveBees,April,18.63083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalActiveBees,April,39.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalActiveBees,April,19.20083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalActiveBees,April,20.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalActiveBees,April,20.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalActiveBees,April,40.57333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalActiveBees,April,24.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalActiveBees,April,23.83583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalActiveBees,April,22.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalActiveBees,April,40.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalActiveBees,April,21.4925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalActiveBees,April,25.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalActiveBees,April,24.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalActiveBees,April,27.4425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalActiveBees,April,24.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalActiveBees,April,25.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalActiveBees,April,22.90583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalActiveBees,April,36.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalActiveBees,April,19.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalActiveBees,April,18.68916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalActiveBees,April,24.6275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalActiveBees,April,28.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalActiveBees,April,17.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalActiveBees,April,19.75083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
